Variation ID	Chromosome	Trait	p-Value	Catalogue ID	Risk Allele	Allele Frequency	Population	Region	Genes	Platform	PubMed
rs645078	chr11	Psoriasis	2E-6	rs645078	None	0.609	10,588 European ancestry cases, 22,806 European ancestry controls	11q13.1	RPS6KA4, PRDX5	Illumina [111236] (imputed)	23143594
rs4084127	chr11	Type 1 diabetes	3E-6	rs4084127	rs4084127-?	None	9,934 European ancestry cases, 16,956 European ancestry controls	11q13.3	None	Affymetrix, Illumina [~ 2540000] (imputed)	21980299
rs7936434	chr11	Eosinophil counts	2E-114	rs7936434	rs7936434-C	0.461622	583,850 African American or Afro-Caribbean, African ancestry, European ancestry, East Asian ancestry, Hispanic or Latin American and South Asian ancestry individuals	11q13.5	None	Affymetrix, Illumina [19872809] (imputed)	32888493
rs7936434	chr11	Eosinophil counts	4E-104	rs7936434	rs7936434-C	0.477743	474,237 European ancestry individuals	11q13.5	None	Affymetrix, Illumina [50000174] (imputed)	32888493
rs7936434	chr11	Peanut allergy	3E-7	rs7936434	rs7936434-?		1,068 European ancestry cases, 3,327 European ancestry controls, 514 cases, 2,119 controls	11q13.5	C11orf30, LOC101928813	Illumina [7830195] (imputed)	29030101
rs7936434	chr11	Food allergy	8E-11	rs7936434	rs7936434-?	None	1,170 European ancestry cases, 3,336 European ancestry controls, up to 6,098 cases, up to 25,748 controls	11q13.5	C11orf30, LOC101928813	Illumina [7830195] (imputed)	29030101
rs3764021	chr12	Type 1 diabetes	5E-8	rs3764021	None	0.47	1,963 European ancestry cases, 2,938 European ancestry controls	12p13.31	None	Affymetrix [469557]	17554300
rs11052552	chr12	Type 1 diabetes	7E-7	rs11052552	rs11052552-G	0.49	1,963 European ancestry cases, 2,938 European ancestry controls	12p13.31	None	Affymetrix [469557]	17554300
rs917911	chr12	Lymphocyte counts	2E-14	rs917911	None	0.375239	89,266 East Asian ancestry individuals	12p13.31	None	Affymetrix, Illumina [16289068] (imputed)	32888493
rs917911	chr12	Type 1 diabetes	2E-7	rs917911	None	0.36	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	12p13.31	CD69	Illumina [135870]	25751624
rs4763879	chr12	Type 1 diabetes	2E-11	rs4763879	None	0.37	7,514 European ancestry cases, 9,045 European ancestry controls	12p13.31	CD69	Affymetrix, Illumina [841622] (imputed)	19430480
rs17466626	chr12	Pediatric autoimmune diseases	3E-10	rs17466626	None	0.02	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	12q12	LRRK2	Illumina [7347414] (imputed)	26301688
rs11170445	chr12	Fulminant type 1 diabetes	8E-9	rs11170445	rs11170445-T	None	257 Japanese ancestry cases, 419 Japanese ancestry controls	12q13.13	CSAD	Affymetrix [426851] (imputed)	30552108
rs705699	chr12	Atopic asthma	4E-16	rs705699	None	None	23,982 European ancestry cases, 393,169 European ancestry controls	12q13.2	None	Affymetrix [~ 8270000] (imputed)	31669095
rs705699	chr12	Asthma (childhood onset)	9E-17	rs705699	None	None	13,435 European ancestry cases, 393,186 European ancestry controls	12q13.2	None	Affymetrix [~ 8270000] (imputed)	31669095
rs705699	chr12	Type 1 diabetes	7E-20	rs705699	None	0.26	1,005 Han Chinese ancestry cases, 1,257 Han Chinese ancestry controls	12q13.2	SUOX	Illumina [787224] (imputed)	31152121
rs705699	chr12	Asthma (childhood onset)	1E-11	rs705699	None	0.425	9,433 British ancestry cases, 318,237 British ancestry controls	12q13.2	RAB5B, CDK2, SUOX	Affymetrix [10894596] (imputed)	31036433
rs705699	chr12	Asthma (adult onset)	6E-7	rs705699	None	0.425	21,564 British ancestry cases, 318,237 British ancestry controls	12q13.2	RAB5B, CDK2, SUOX	Affymetrix [10894596] (imputed)	31036433
rs705699	chr12	Sum eosinophil basophil counts	5E-12	rs705699	None	0.4215	171,771 European ancestry individuals	12q13.2	RAB5B	Affymetrix [~ 2500000] (imputed)	27863252
rs1689510	chr12	Eosinophil counts	9E-37	rs1689510	rs1689510-C	0.308655	583,850 African American or Afro-Caribbean, African ancestry, European ancestry, East Asian ancestry, Hispanic or Latin American and South Asian ancestry individuals	12q13.2	None	Affymetrix, Illumina [19872809] (imputed)	32888493
rs1689510	chr12	Eosinophil counts	1E-36	rs1689510	rs1689510-C	0.337746	474,237 European ancestry individuals	12q13.2	None	Affymetrix, Illumina [50000174] (imputed)	32888493
rs1689510	chr12	Asthma	2E-31	rs1689510	rs1689510-C	0.33	84,492 European ancestry cases, 2,149 African American cases, 606 Hispanic cases, 1,239 Japanese ancestry cases, 437,036 European ancestry controls, 6,055 African American controls, 792 Hispanic controls, 3,976 Japanese ancestry controls	12q13.2	SUOX	NR [> 9500000] (imputed)	32296059
rs1689510	chr12	Hay fever and/or eczema	2E-19	rs1689510	rs1689510-C	0.3398	84,034 European ancestry cases, 239,773 European ancestry controls	12q13.2	None	Affymetrix [15688218] (imputed)	31361310
rs1689510	chr12	Asthma	3E-20	rs1689510	rs1689510-?	None	41,926 European ancestry cases, 239,773 European ancestry controls	12q13.2	None	Affymetrix [15688218] (imputed)	31361310
rs1689510	chr12	Medication use (glucocorticoids)	1E-11	rs1689510	rs1689510-C	0.338025	17,352 European ancestry cases, 188,348 European ancestry controls	12q13.2	SUOX	Affymetrix [7288503] (imputed)	31015401
rs1689510	chr12	Lung function (FEV1/FVC)	8E-9	rs1689510	rs1689510-C	0.3373	321,047 European ancestry individuals	12q13.2	RAB5B	Affymetrix [19819130] (imputed)	30804560
rs1689510	chr12	FEV1	6E-10	rs1689510	rs1689510-C	0.3373	321,047 European ancestry individuals	12q13.2	RAB5B	Affymetrix [19819130] (imputed)	30804560
rs1689510	chr12	Respiratory diseases	2E-19	rs1689510	rs1689510-?	None	approximately 459,000 European ancestry individuals	12q13.2		NR [~ 8900000] (imputed)	30595370
rs1689510	chr12	Educational attainment (years of education)	8E-14	rs1689510	rs1689510-?	None	approximately 455,000 European ancestry individuals	12q13.2		NR [~ 8900000] (imputed)	30595370
rs1689510	chr12	Educational attainment (years of education)	1E-38	rs1689510	rs1689510-C	0.3315	up to 1,131,881 European ancestry individuals	12q13.2		Affymetrix, Illumina [10000000] (imputed)	30038396
rs1689510	chr12	Educational attainment (MTAG)	3E-46	rs1689510	rs1689510-C	0.3315	1,311,438 European ancestry individuals	12q13.2	Intergenic	Affymetrix, Illumina [7100000] (imputed)	30038396
rs1689510	chr12	Pediatric autoimmune diseases	4E-9	rs1689510	rs1689510-C	0.31	97 European ancestry thyroiditis cases, 107 European ancestry ankylosing spondylitis cases, 100 European ancestry psoriasis cases, 173 European ancestry celiac disease cases, 254 European ancestry systemic lupus erythematosus cases, 308 European ancestry common variable inmunodeficiency cases, 865 European ancestry ulcerative colitis cases, 1,086 European ancestry Type 1 diabetes cases, 1,123  European ancestry juvenile idiopathic arthritis cases, 1,922  European ancestry Crohn's disease cases, 10,718 European ancestry controls	12q13.2	SUOX	Illumina [7347414] (imputed)	26301688
rs1701704	chr12	Smoking initiation (ever regular vs never regular)	3E-8	rs1701704	None	0.341	up to 433,216 European ancestry individuals	12q13.2	IKZF4	Illumina [~ 250000] (imputed)	30679032
rs1701704	chr12	Age of smoking initiation (MTAG)	4E-11	rs1701704	None	0.334	up to 931,815 European ancestry  individuals	12q13.2	None	NR [9732723] (imputed)	30643251
rs1701704	chr12	Lung function (FEV1/FVC)	1E-19	rs1701704	None	None	approximately 370,000 European ancestry individuals	12q13.2		NR [~ 8900000] (imputed)	30595370
rs1701704	chr12	Type 1 diabetes	5E-18	rs1701704	None	None	8,506 European ancestry cases, up to 10,596 European ancestry controls	12q13.2	IKZF4	Affymetrix, Illumina [NR]	21829393
rs1701704	chr12	Asthma	2E-13	rs1701704	None	0.18	1,532 Japanese ancestry cases, 3,304 Japanese ancestry controls	12q13.2	IKZF4	Illumina [458847]	21804548
rs1701704	chr12	Alopecia areata	3E-8	rs1701704	None	0.33	Up to 1,054 European ancestry cases, 3,278 European ancestry controls	12q13.2	IKZF4	Illumina [463301]	20596022
rs1701704	chr12	Type 1 diabetes	9E-10	rs1701704	None	0.35	467 European ancestry trios, 561 European ancestry cases, 1,143 European ancestry controls	12q13.2	CDK2, RAB5B, SUOX, IKZF4, ERBB3	Illumina [543071]	18198356
rs705705	chr12	Type 1 diabetes	4E-32	rs705705	None	0.34	6,683 European ancestry cases, 12,173 European ancestry controls, 2,601 European ancestry affected sibling pair families, 69 European ancestry trios	12q13.2	IKZF4	Illumina [135870]	25751624
rs10876866	chr12	Asthma	1E-15	rs10876866	rs10876866-A	0.34322	16,247 European ancestry cases, 346,486 European ancestry controls, 52,942 cases, 355,713 controls	12q13.2	RPS26, IKZF4, ERBB3, SUOX, PA2G4, RAB5B	Affymetrix [32463443] (imputed)	31959851
rs10876866	chr12	Highest math class taken	9E-20	rs10876866	rs10876866-G	0.6709	430,445 European ancestry individuals	12q13.2	Intergenic	Affymetrix, Illumina [10000000] (imputed)	30038396
rs11171739	chr12	Cortical surface area	4E-11	rs11171739	None	0.5734	33,992 European ancestry individuals	12q13.2	None	Affymetrix, Illumina [NR]	32193296
rs11171739	chr12	Type 1 diabetes	1E-18	rs11171739	None	0.43	6,670 European ancestry cases, 22,308 European ancestry controls	12q13.2	ERBB3	Illumina [252970]	30572963
rs11171739	chr12	Autoimmune traits (pleiotropy)	2E-20	rs11171739	None	NA	11,489 European ancestry cases with celiac disease, 15,523 European ancestry cases with rheumatoid arthritis, 3,477 European ancestry cases with systemic sclerosis, 6,670 European ancestry cases with type 1 diabetes, 22,308 European ancestry controls	12q13.2	IKZF4	Illumina [252970]	30572963
rs11171739	chr12	Self-reported math ability	1E-10	rs11171739	None	0.4181	564,698 European ancestry individuals	12q13.2	Intergenic	Affymetrix, Illumina [10000000] (imputed)	30038396
rs11171739	chr12	Allergic disease (asthma, hay fever or eczema)	4E-10	rs11171739	None	None	25,685 European ancestry allergic diseases cases, 76,768 European ancestry controls	12q13.2	CDK2, ERBB3, IKZF4, PA2G4, RAB5B, RPL41, RPS26, SUOX, ZC3H10	Affymetrix [74888535] (imputed)	29785011
rs11171739	chr12	Type 1 diabetes	1E-11	rs11171739	None	0.42	1,963 European ancestry cases, 2,938 European ancestry controls	12q13.2	ERBB3	Affymetrix [469557]	17554300
rs2292239	chr12	Smoking initiation	3E-8	rs2292239	None	0.66	324,851 European ancestry individuals, 21,962 South Asian ancestry individuals	12q13.2	ERBB3	Affymetrix, Illumina [up to 1207583] (imputed)	30617275
rs2292239	chr12	Alopecia areata	4E-9	rs2292239	None	None	2,332 European ancestry cases and 5,233 European ancestry controls	12q13.2	ERBB3, IKZF4, Eos	Illumina [1233578] (imputed)	25608926
rs2292239	chr12	Type 1 diabetes	3E-27	rs2292239	None	None	8,506 European ancestry cases, up to 10,596 European ancestry controls	12q13.2	ERBB3	Affymetrix, Illumina [NR]	21829393
rs2292239	chr12	Type 1 diabetes	2E-25	rs2292239	None	None	7,514 European ancestry cases, 9,045 European ancestry controls	12q13.2	ERBB3	Affymetrix, Illumina [841622] (imputed)	19430480
rs2292239	chr12	Type 1 diabetes	3E-16	rs2292239	None	None	3,561 European ancestry cases, 4,646 European ancestry controls	12q13.2	ERBB3	Affymetrix [up to 335565]	18978792
rs2292239	chr12	Type 1 diabetes	2E-20	rs2292239	None	0.34	2,000 European ancestry cases, 3,000 European ancestry controls	12q13.2	ERBB3	Affymetrix [NR]	17554260
rs1265564	chr12	Hair color	1E-7	rs1265564	rs1265564-?	None	approximately 452,000 European ancestry individuals	12q24.11		NR [~ 8900000] (imputed)	30595370
rs1265564	chr12	Systolic blood pressure x alcohol consumption interaction (2df test)	2E-13	rs1265564	rs1265564-A	0.59	63,608 European ancestry drinkers, 10,193 African American or Afro-Caribbean heavy drinkers,  2,441 Asian ancestry drinkers, 5,084 Hispanic or Latin American drinkers, 27,494 European ancestry non-drinkers, 11,224 African American or Afro-Caribbean non-drinkers, 9,924 Asian ancestry non-drinkers, 3,387 Hispanic or Latin American non-drinkers	12q24.11	CUX2	Affymetrix, Illumina [up to 39321347] (imputed)	29912962
rs1265564	chr12	Mean arterial pressure x alcohol consumption interaction (2df test)	2E-8	rs1265564	rs1265564-A	0.59	91,110 European ancestry drinkers and non-drinkers, 21,416 African American or Afro-Caribbean drinkers and non-drinkers, 12,365 Asian ancestry drinkers and non-drinkers, 8,470 Hispanic or Latin American drinkers and non-drinkers	12q24.11	CUX2	Affymetrix, Illumina [up to 39321347] (imputed)	29912962
rs1265564	chr12	Parental longevity (combined parental attained age, Martingale residuals)	6E-9	rs1265564	rs1265564-A	0.557672	389,166 British ancestry individuals	12q24.11	None	Affymetrix [11535925] (imputed)	29227965
rs1265564	chr12	Type 1 diabetes	1E-16	rs1265564	rs1265564-?	None	16,179 European ancestry individuals	12q24.11	CUX2	NR [6233112] (imputed)	22293688
rs3184504	chr12	Offspring birth weight	1E-33	rs3184504	None	0.517856	210,267 European ancestry individuals, 19,802 individuals	12q24.12	SH2B3	Affymetrix, Illumina [14869762] (imputed)	31043758
rs3184504	chr12	Birth weight	3E-19	rs3184504	None	0.520699	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	12q24.12	SH2B3	Affymetrix, Illumina [15144367] (imputed)	31043758
rs3184504	chr12	Medication use (thyroid preparations)	1E-112	rs3184504	None	0.484908	24,832 European ancestry cases, 280,750 European ancestry controls	12q24.12	SH2B3	Affymetrix [7288503] (imputed)	31015401
rs3184504	chr12	Medication use (calcium channel blockers)	2E-12	rs3184504	None	0.481977	31,904 European ancestry cases, 172,474 European ancestry controls	12q24.12	SH2B3	Affymetrix [7288503] (imputed)	31015401
rs3184504	chr12	White blood cell count	8E-222	rs3184504	None	None	approximately 444,000 European ancestry individuals	12q24.12		NR [~ 8900000] (imputed)	30595370
rs3184504	chr12	Red blood cell count	1E-102	rs3184504	None	None	approximately 445,000 European ancestry individuals	12q24.12		NR [~ 8900000] (imputed)	30595370
rs3184504	chr12	Hypothyroidism	1E-114	rs3184504	None	None	approximately 459,000 European ancestry individuals	12q24.12		NR [~ 8900000] (imputed)	30595370
rs3184504	chr12	Height	1E-9	rs3184504	None	None	approximately 458,000 European ancestry individuals	12q24.12		NR [~ 8900000] (imputed)	30595370
rs3184504	chr12	Cardiovascular disease	3E-34	rs3184504	None	None	approximately 459,000 European ancestry individuals	12q24.12		NR [~ 8900000] (imputed)	30595370
rs3184504	chr12	Diastolic blood pressure	2E-9	rs3184504	None	0.4816	365,998 European ancestry individuals, 63,490 African ancestry individuals, 22,802 Hispanic individuals, 4,792 Asian ancestry individuals, 2,695 Native American ancestry individuals	12q24.12	SH2B3	Affymetrix [NR] (imputed)	30578418
rs3184504	chr12	Type 1 diabetes	1E-31	rs3184504	None	0.49	6,670 European ancestry cases, 22,308 European ancestry controls	12q24.12	SH2B3	Illumina [252970]	30572963
rs3184504	chr12	Celiac disease	1E-17	rs3184504	None		11,489 European ancestry cases, 22,308 European ancestry controls	12q24.12	SH2B3	Illumina [252970]	30572963
rs3184504	chr12	Latent autoimmune diabetes vs. type 2 diabetes	2E-8	rs3184504	None	0.52	2,779 European ancestry latent autoimmune diabetes cases, 10,396 European ancestry type 2 diabetes cases	12q24.12	SH2B3	Affymetrix, Illumina [8328843] (imputed)	30254083
rs3184504	chr12	Body mass index	6E-9	rs3184504	None	None	315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals	12q24.12	None	Affymetrix [at least 28613428] (imputed)	30108127
rs3184504	chr12	Endometrial cancer (endometrioid histology)	6E-9	rs3184504	None	0.515767	8,758 European ancestry cases, 46,126 European ancestry controls	12q24.12	SH2B3	Affymetrix, Illumina [~ 11700000] (imputed)	30093612
rs3184504	chr12	Endometrial cancer	1E-10	rs3184504	None	0.52	12,906 European ancestry cases, 108,979 European ancestry controls	12q24.12	SH2B3	Affymetrix, Illumina [~ 11700000] (imputed)	30093612
rs3184504	chr12	Colorectal cancer	2E-10	rs3184504	None	0.536	36,948 European ancestry cases, 30,864 European ancestry controls	12q24.12	None	Affymetrix, Illumina [12931465] (imputed)	29917119
rs3184504	chr12	Blood protein levels	2E-14	rs3184504	None	0.517	3,301 European ancestry individuals	12q24.12	SH2B3	Affymetrix [10572788] (imputed)	29875488
rs3184504	chr12	Stroke	9E-12	rs3184504	None	None	40,585 European ancestry cases, 406,111 European ancestry controls, 17,369 East Asian ancestry cases, 28,195 East Asian ancestry controls, 2,437 South Asian ancestry cases, 6,707 South Asian ancestry controls, 5,541 African American cases, 15,154 African American controls, 365 Asian ancestry cases, 333 Asian ancestry controls, 865 Latin American cases, 692 Latin American controls	12q24.12	SH2B3	NR [~ 8000000] (imputed)	29531354
