Pathway ID	Description	Parent(s)	p-Value	Genes Involved	Variation IDs
R-HSA-1483248	Synthesis of PIPs at the ER membrane	Metabolism	0.053580	PI4KA	rs178050
R-HSA-173736	Alternative complement activation	Immune System	0.053580	CFB	rs1270942
R-HSA-5083630	Defective LFNG causes SCDO3	Disease	0.053580	NOTCH2	rs1493696
R-HSA-74713	IRS activation	Signal Transduction	0.053580	INS	rs3842753
R-HSA-74713	IRS activation	Signal Transduction	0.053580	INS	rs689
R-HSA-8952158	RUNX3 regulates BCL2L11 (BIM) transcription	Gene expression (Transcription)	0.053580	SMAD3	rs72743477
R-HSA-9022707	MECP2 regulates transcription factors	Gene expression (Transcription)	0.053580	RBFOX1	rs9934817
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs11171739
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs12722495
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs2292239
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs574384
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs61839660
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs706778
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs706779
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs72727394
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs743777
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs7588550
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction;Immune System	0.053979	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs8035957
R-HSA-111933	Calmodulin induced events	Signal Transduction	0.055969	ADCY7,CAMK4	rs114378220
R-HSA-111933	Calmodulin induced events	Signal Transduction	0.055969	ADCY7,CAMK4	rs77150043
R-HSA-111997	CaM pathway	Signal Transduction	0.055969	ADCY7,CAMK4	rs114378220
R-HSA-111997	CaM pathway	Signal Transduction	0.055969	ADCY7,CAMK4	rs77150043
R-HSA-168638	NOD1/2 Signaling Pathway	Immune System	0.058848	CARD9,MAPK14	rs11145763
R-HSA-168638	NOD1/2 Signaling Pathway	Immune System	0.058848	CARD9,MAPK14	rs80028505
R-HSA-202433	Generation of second messenger molecules	Immune System	0.058848	HLA-DQA1,HLA-DRA	rs9268645
R-HSA-202433	Generation of second messenger molecules	Immune System	0.058848	HLA-DQA1,HLA-DRA	rs9272346
R-HSA-438064	Post NMDA receptor activation events	Neuronal System	0.059063	CAMK4,ERBB4,MAPT	rs1052553
R-HSA-438064	Post NMDA receptor activation events	Neuronal System	0.059063	CAMK4,ERBB4,MAPT	rs114378220
R-HSA-438064	Post NMDA receptor activation events	Neuronal System	0.059063	CAMK4,ERBB4,MAPT	rs7588550
R-HSA-9013694	Signaling by NOTCH4	Signal Transduction	0.060834	NOTCH2,PSMB2,SMAD3	rs1493696
R-HSA-9013694	Signaling by NOTCH4	Signal Transduction	0.060834	NOTCH2,PSMB2,SMAD3	rs574384
R-HSA-9013694	Signaling by NOTCH4	Signal Transduction	0.060834	NOTCH2,PSMB2,SMAD3	rs72743477
R-HSA-111996	Ca-dependent events	Signal Transduction	0.061778	ADCY7,CAMK4	rs114378220
R-HSA-111996	Ca-dependent events	Signal Transduction	0.061778	ADCY7,CAMK4	rs77150043
R-HSA-1614517	Sulfide oxidation to sulfate	Metabolism	0.063949	SUOX	rs1689510
R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	Signal Transduction	0.063949	NOTCH2	rs1493696
R-HSA-5626978	TNFR1-mediated ceramide production	Signal Transduction	0.063949	TNF	rs3093664
R-HSA-8857538	PTK6 promotes HIF1A stabilization	Signal Transduction	0.063949	LRRK2	rs17466626
R-HSA-8937144	Aryl hydrocarbon receptor signalling	Metabolism	0.063949	AHR	rs6461299
R-HSA-8939245	RUNX1 regulates transcription of genes involved in BCR signaling	Gene expression (Transcription)	0.063949	PAX5	rs143723948
R-HSA-1483255	PI Metabolism	Metabolism	0.064452	PI4KA,PLEKHA1,PTPN13	rs113306148
R-HSA-1483255	PI Metabolism	Metabolism	0.064452	PI4KA,PLEKHA1,PTPN13	rs178050
R-HSA-1483255	PI Metabolism	Metabolism	0.064452	PI4KA,PLEKHA1,PTPN13	rs61277444
R-HSA-111465	Apoptotic cleavage of cellular proteins	Programmed Cell Death	0.064756	MAPT,PRKCQ	rs1052553
R-HSA-111465	Apoptotic cleavage of cellular proteins	Programmed Cell Death	0.064756	MAPT,PRKCQ	rs11258747
R-HSA-2129379	Molecules associated with elastic fibres	Extracellular matrix organization	0.064756	BMP7,ITGB8	rs144434404
R-HSA-2129379	Molecules associated with elastic fibres	Extracellular matrix organization	0.064756	BMP7,ITGB8	rs7805218
R-HSA-446652	Interleukin-1 family signaling	Immune System	0.066184	PSMB2,PTPN13,PTPN2,SMAD3	rs12971201
R-HSA-446652	Interleukin-1 family signaling	Immune System	0.066184	PSMB2,PTPN13,PTPN2,SMAD3	rs1893217
R-HSA-446652	Interleukin-1 family signaling	Immune System	0.066184	PSMB2,PTPN13,PTPN2,SMAD3	rs574384
R-HSA-446652	Interleukin-1 family signaling	Immune System	0.066184	PSMB2,PTPN13,PTPN2,SMAD3	rs61277444
R-HSA-446652	Interleukin-1 family signaling	Immune System	0.066184	PSMB2,PTPN13,PTPN2,SMAD3	rs72743477
R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	DNA Repair	0.067781	RAD51B,RMI2	rs193778
R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	DNA Repair	0.067781	RAD51B,RMI2	rs416603
R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	DNA Repair	0.067781	RAD51B,RMI2	rs911263
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs11171739
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs12722495
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs2292239
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs574384
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs61839660
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs706778
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs706779
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs72727394
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs743777
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs7588550
R-HSA-9607240	FLT3 Signaling	Immune System	0.070822	ERBB3,ERBB4,IL2RA,IL2RB,PSMB2,RASGRP1	rs8035957
R-HSA-1489509	DAG and IP3 signaling	Signal Transduction	0.073969	ADCY7,CAMK4	rs114378220
R-HSA-1489509	DAG and IP3 signaling	Signal Transduction	0.073969	ADCY7,CAMK4	rs77150043
R-HSA-174577	Activation of C3 and C5	Immune System	0.074206	CFB	rs1270942
R-HSA-426496	Post-transcriptional silencing by small RNAs	Gene expression (Transcription)	0.074206	AGO2	rs3802214
R-HSA-73943	Reversal of alkylation damage by DNA dioxygenases	DNA Repair	0.074206	FTO	rs113935429
R-HSA-8941855	RUNX3 regulates CDKN1A transcription	Gene expression (Transcription)	0.074206	SMAD3	rs72743477
R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	DNA Repair	0.077129	RAD51B,RMI2	rs193778
R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	DNA Repair	0.077129	RAD51B,RMI2	rs416603
R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	DNA Repair	0.077129	RAD51B,RMI2	rs911263
R-HSA-1296072	Voltage gated Potassium channels	Neuronal System	0.080331	KCNB2,KCNQ1	rs2237897
R-HSA-1296072	Voltage gated Potassium channels	Neuronal System	0.080331	KCNB2,KCNQ1	rs571622299
R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	Signal Transduction;Gene expression (Transcription)	0.083573	SMAD2,SMAD3	rs113114656
R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	Signal Transduction;Gene expression (Transcription)	0.083573	SMAD2,SMAD3	rs72743477
R-HSA-166662	Lectin pathway of complement activation	Immune System	0.084351	COLEC10	rs13259300
R-HSA-418886	Netrin mediated repulsion signals	Developmental Biology	0.084351	UNC5D	rs28485846
R-HSA-4411364	Binding of TCF/LEF:CTNNB1 to target gene promoters	Signal Transduction	0.084351	TCF7L2	rs7903146
R-HSA-442729	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	Neuronal System	0.084351	CAMK4	rs114378220
R-HSA-5576890	Phase 3 - rapid repolarisation	Muscle contraction	0.084351	KCNQ1	rs2237897
R-HSA-73942	DNA Damage Reversal	DNA Repair	0.084351	FTO	rs113935429
R-HSA-8948700	Competing endogenous RNAs (ceRNAs) regulate PTEN translation	Signal Transduction	0.084351	AGO2	rs3802214
R-HSA-8951430	RUNX3 regulates WNT signaling	Gene expression (Transcription)	0.084351	TCF7L2	rs7903146
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs1004446
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs11258747
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs113881148
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs17885785
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs2148655
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs2281808
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs2990510
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs3184504
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs3741208
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs3802604
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs4366464
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs537544
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs6043409
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs6931865
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs72727394
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs80028505
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs8035957
R-HSA-109582	Hemostasis	Hemostasis	0.084740	DGKH,DGKQ,F13B,GATA3,IGF2,MAPK14,PHACTR2,PRKCQ,RAD51B,RASGRP1,SH2B3,SIRPG	rs911263
R-HSA-1566948	Elastic fibre formation	Extracellular matrix organization	0.086855	BMP7,ITGB8	rs144434404
R-HSA-1566948	Elastic fibre formation	Extracellular matrix organization	0.086855	BMP7,ITGB8	rs7805218
R-HSA-6783783	Interleukin-10 signaling	Immune System	0.086855	TNF,TYK2	rs12720356
R-HSA-6783783	Interleukin-10 signaling	Immune System	0.086855	TNF,TYK2	rs2304256
R-HSA-6783783	Interleukin-10 signaling	Immune System	0.086855	TNF,TYK2	rs3093664
R-HSA-6783783	Interleukin-10 signaling	Immune System	0.086855	TNF,TYK2	rs34536443
R-HSA-8878159	Transcriptional regulation by RUNX3	Gene expression (Transcription)	0.088137	PSMB2,SMAD3,TCF7L2	rs574384
R-HSA-8878159	Transcriptional regulation by RUNX3	Gene expression (Transcription)	0.088137	PSMB2,SMAD3,TCF7L2	rs72743477
R-HSA-8878159	Transcriptional regulation by RUNX3	Gene expression (Transcription)	0.088137	PSMB2,SMAD3,TCF7L2	rs7903146
R-HSA-9020591	Interleukin-12 signaling	Immune System	0.093533	STAT4,TYK2	rs12720356
R-HSA-9020591	Interleukin-12 signaling	Immune System	0.093533	STAT4,TYK2	rs2304256
R-HSA-9020591	Interleukin-12 signaling	Immune System	0.093533	STAT4,TYK2	rs34536443
R-HSA-9020591	Interleukin-12 signaling	Immune System	0.093533	STAT4,TYK2	rs7582694
R-HSA-69278	Cell Cycle, Mitotic	Cell Cycle	0.093841	NUP210,PSMB2	rs574384
R-HSA-69278	Cell Cycle, Mitotic	Cell Cycle	0.093841	NUP210,PSMB2	rs73018809
R-HSA-1253288	Downregulation of ERBB4 signaling	Signal Transduction	0.094386	ERBB4	rs7588550
R-HSA-2428933	SHC-related events triggered by IGF1R	Signal Transduction	0.094386	IGF2	rs1004446
R-HSA-2428933	SHC-related events triggered by IGF1R	Signal Transduction	0.094386	IGF2	rs17885785
R-HSA-2428933	SHC-related events triggered by IGF1R	Signal Transduction	0.094386	IGF2	rs3741208
R-HSA-2428933	SHC-related events triggered by IGF1R	Signal Transduction	0.094386	IGF2	rs4366464
R-HSA-389887	Beta-oxidation of pristanoyl-CoA	Metabolism	0.094386	ACOXL	rs4849135
R-HSA-391908	Prostanoid ligand receptors	Signal Transduction	0.094386	PTGFR	rs7533564
R-HSA-426486	Small interfering RNA (siRNA) biogenesis	Gene expression (Transcription)	0.094386	AGO2	rs3802214
R-HSA-8943723	Regulation of PTEN mRNA translation	Signal Transduction	0.094386	AGO2	rs3802214
R-HSA-9662834	CD163 mediating an anti-inflammatory response	Disease	0.094386	MAPK14	rs80028505
R-HSA-5689880	Ub-specific processing proteases	Metabolism of proteins	0.096605	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs113114656
R-HSA-5689880	Ub-specific processing proteases	Metabolism of proteins	0.096605	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs1990760
R-HSA-5689880	Ub-specific processing proteases	Metabolism of proteins	0.096605	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs35667974
R-HSA-5689880	Ub-specific processing proteases	Metabolism of proteins	0.096605	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs3802604
R-HSA-5689880	Ub-specific processing proteases	Metabolism of proteins	0.096605	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs537544
R-HSA-5689880	Ub-specific processing proteases	Metabolism of proteins	0.096605	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs574384
R-HSA-5689880	Ub-specific processing proteases	Metabolism of proteins	0.096605	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs72743477
R-HSA-5689880	Ub-specific processing proteases	Metabolism of proteins	0.096605	GATA3,IFIH1,PSMB2,SMAD2,SMAD3	rs72871627
R-HSA-418597	G alpha (z) signalling events	Signal Transduction	0.096927	ADCY7,PRKCQ	rs11258747
R-HSA-418597	G alpha (z) signalling events	Signal Transduction	0.096927	ADCY7,PRKCQ	rs77150043
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	Immune System	0.096927	IL2RA,IL2RB	rs12722495
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	Immune System	0.096927	IL2RA,IL2RB	rs61839660
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	Immune System	0.096927	IL2RA,IL2RB	rs706778
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	Immune System	0.096927	IL2RA,IL2RB	rs706779
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	Immune System	0.096927	IL2RA,IL2RB	rs743777
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	Immune System	0.098946	PSMB2,TNF,TNFSF15	rs3093664
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	Immune System	0.098946	PSMB2,TNF,TNFSF15	rs4246905
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	Immune System	0.098946	PSMB2,TNF,TNFSF15	rs574384
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Signal Transduction	0.103414	ERBB3,ERBB4,INS	rs11171739
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Signal Transduction	0.103414	ERBB3,ERBB4,INS	rs2292239
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Signal Transduction	0.103414	ERBB3,ERBB4,INS	rs3842753
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Signal Transduction	0.103414	ERBB3,ERBB4,INS	rs689
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Signal Transduction	0.103414	ERBB3,ERBB4,INS	rs7588550
R-HSA-1227986	Signaling by ERBB2	Signal Transduction	0.103817	ERBB3,ERBB4	rs11171739
R-HSA-1227986	Signaling by ERBB2	Signal Transduction	0.103817	ERBB3,ERBB4	rs2292239
R-HSA-1227986	Signaling by ERBB2	Signal Transduction	0.103817	ERBB3,ERBB4	rs7588550
R-HSA-111932	CaMK IV-mediated phosphorylation of CREB	Signal Transduction	0.104312	CAMK4	rs114378220
R-HSA-1250342	PI3K events in ERBB4 signaling	Signal Transduction	0.104312	ERBB4	rs7588550
R-HSA-164940	Nef mediated downregulation of MHC class I complex cell surface expression	Disease	0.104312	HLA-A	rs9260151
R-HSA-170660	Adenylate cyclase activating pathway	Signal Transduction	0.104312	ADCY7	rs77150043
R-HSA-2151209	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	Organelle biogenesis and maintenance	0.104312	MAPK14	rs80028505
R-HSA-2892245	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	Developmental Biology	0.104312	POU5F1	rs116763857
R-HSA-425381	Bicarbonate transporters	Transport of small molecules	0.104312	SLC4A10	rs77155259
R-HSA-450341	Activation of the AP-1 family of transcription factors	Immune System	0.104312	MAPK14	rs80028505
R-HSA-74749	Signal attenuation	Signal Transduction	0.104312	INS	rs3842753
R-HSA-74749	Signal attenuation	Signal Transduction	0.104312	INS	rs689
R-HSA-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	Gene expression (Transcription)	0.104312	IL2RA	rs12722495
R-HSA-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	Gene expression (Transcription)	0.104312	IL2RA	rs61839660
R-HSA-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	Gene expression (Transcription)	0.104312	IL2RA	rs706778
R-HSA-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	Gene expression (Transcription)	0.104312	IL2RA	rs706779
R-HSA-9020958	Interleukin-21 signaling	Immune System	0.104312	STAT4	rs7582694
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	Vesicle-mediated transport	0.107960	GRK3,IL7R,M6PR	rs1805731
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	Vesicle-mediated transport	0.107960	GRK3,IL7R,M6PR	rs373009901
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	Vesicle-mediated transport	0.107960	GRK3,IL7R,M6PR	rs6897932
R-HSA-75153	Apoptotic execution phase	Programmed Cell Death	0.110836	MAPT,PRKCQ	rs1052553
R-HSA-75153	Apoptotic execution phase	Programmed Cell Death	0.110836	MAPT,PRKCQ	rs11258747
R-HSA-2534343	Interaction With Cumulus Cells And The Zona Pellucida	Reproduction	0.114130	ADAM30	rs2641348
R-HSA-376172	DSCAM interactions	Developmental Biology	0.114130	MAPK14	rs80028505
R-HSA-9020956	Interleukin-27 signaling	Immune System	0.114130	TYK2	rs12720356
R-HSA-9020956	Interleukin-27 signaling	Immune System	0.114130	TYK2	rs2304256
R-HSA-9020956	Interleukin-27 signaling	Immune System	0.114130	TYK2	rs34536443
R-HSA-112043	PLC beta mediated events	Signal Transduction	0.114392	ADCY7,CAMK4	rs114378220
R-HSA-112043	PLC beta mediated events	Signal Transduction	0.114392	ADCY7,CAMK4	rs77150043
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	Metabolism	0.114392	PLEKHA1,PTPN13	rs113306148
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	Metabolism	0.114392	PLEKHA1,PTPN13	rs61277444
R-HSA-72306	tRNA processing	Metabolism of RNA	0.117283	NUP210,RPP21,THADA	rs11888640
R-HSA-72306	tRNA processing	Metabolism of RNA	0.117283	NUP210,RPP21,THADA	rs45626136
R-HSA-72306	tRNA processing	Metabolism of RNA	0.117283	NUP210,RPP21,THADA	rs73018809
R-HSA-112040	G-protein mediated events	Signal Transduction	0.117977	ADCY7,CAMK4	rs114378220
R-HSA-112040	G-protein mediated events	Signal Transduction	0.117977	ADCY7,CAMK4	rs77150043
R-HSA-199418	Negative regulation of the PI3K/AKT network	Signal Transduction	0.119659	ERBB3,ERBB4,INS	rs11171739
R-HSA-199418	Negative regulation of the PI3K/AKT network	Signal Transduction	0.119659	ERBB3,ERBB4,INS	rs2292239
R-HSA-199418	Negative regulation of the PI3K/AKT network	Signal Transduction	0.119659	ERBB3,ERBB4,INS	rs3842753
R-HSA-199418	Negative regulation of the PI3K/AKT network	Signal Transduction	0.119659	ERBB3,ERBB4,INS	rs689
R-HSA-199418	Negative regulation of the PI3K/AKT network	Signal Transduction	0.119659	ERBB3,ERBB4,INS	rs7588550
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	Developmental Biology	0.119923	DAG1,PSMB2,RPL37A,RPS26	rs35612822
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	Developmental Biology	0.119923	DAG1,PSMB2,RPL37A,RPS26	rs4625
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	Developmental Biology	0.119923	DAG1,PSMB2,RPL37A,RPS26	rs574384
R-HSA-9010553	Regulation of expression of SLITs and ROBOs	Developmental Biology	0.119923	DAG1,PSMB2,RPL37A,RPS26	rs705705
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Immune System	0.121590	CARD9,MAPK14	rs11145763
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Immune System	0.121590	CARD9,MAPK14	rs80028505
R-HSA-1640170	Cell Cycle	Cell Cycle	0.121974	NUP210,PSMB2,RMI2	rs193778
R-HSA-1640170	Cell Cycle	Cell Cycle	0.121974	NUP210,PSMB2,RMI2	rs416603
R-HSA-1640170	Cell Cycle	Cell Cycle	0.121974	NUP210,PSMB2,RMI2	rs574384
R-HSA-1640170	Cell Cycle	Cell Cycle	0.121974	NUP210,PSMB2,RMI2	rs73018809
R-HSA-2197563	NOTCH2 intracellular domain regulates transcription	Signal Transduction	0.123841	NOTCH2	rs1493696
R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	Programmed Cell Death	0.123841	MAPT	rs1052553
R-HSA-8851680	Butyrophilin (BTN) family interactions	Immune System	0.123841	BTNL2	rs1980493
R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Immune System	0.123841	IFIH1	rs1990760
R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Immune System	0.123841	IFIH1	rs35667974
R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Immune System	0.123841	IFIH1	rs72871627
R-HSA-4641258	Degradation of DVL	Signal Transduction	0.128896	HECW1,PSMB2	rs10255565
